neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,never_reviewed,dist_from_center,has_reviews,availability_ratio,is_multi_listing_host,log_minimum_nights,log_number_of_reviews,log_reviews_per_month,log_calculated_host_listings_count,log_price
Brooklyn,Williamsburg,40.70759,-73.92678,Private room,99,2,189,2.63,1,0,0,0.07738996381961223,1,0.0,0,1.0986122886681098,5.247024072160486,1.2892326482767593,0.6931471805599453,4.605170185988092
Brooklyn,Bedford-Stuyvesant,40.68444,-73.94201,Private room,275,3,20,0.34,1,257,0,0.08545439543991029,1,0.7041095890410959,0,1.3862943611198906,3.044522437723423,0.29266961396282004,0.6931471805599453,5.62040086571715
Brooklyn,Downtown Brooklyn,40.69648,-73.98261,Entire home/apt,162,2,11,0.44,1,0,0,0.061587843768070326,1,0.0,0,1.0986122886681098,2.4849066497880004,0.36464311358790924,0.6931471805599453,5.093750200806762
Manhattan,Chelsea,40.74206,-73.99499,Entire home/apt,200,3,0,0.0,1,345,1,0.018551110478890687,0,0.9452054794520548,0,1.3862943611198906,0.0,0.0,0.6931471805599453,5.303304908059076
Manhattan,SoHo,40.72347,-74.00488,Entire home/apt,285,5,11,0.16,1,173,0,0.03959678396031913,1,0.473972602739726,0,1.791759469228055,2.4849066497880004,0.14842000511827327,0.6931471805599453,5.655991810819852
Manhattan,East Harlem,40.79813,-73.93132,Entire home/apt,120,7,64,0.91,2,184,0,0.06742321039523463,1,0.5041095890410959,1,2.0794415416798357,4.174387269895637,0.6471032420585385,1.0986122886681098,4.795790545596741
Manhattan,Washington Heights,40.8392,-73.94216,Entire home/apt,120,1,76,1.07,2,314,0,0.09204235764037838,1,0.8602739726027397,1,0.6931471805599453,4.343805421853684,0.7275486072772778,1.0986122886681098,4.795790545596741
Manhattan,West Village,40.73078,-74.00282,Entire home/apt,210,2,140,2.1,5,319,0,0.03226314925731708,1,0.873972602739726,1,1.0986122886681098,4.948759890378168,1.1314021114911006,1.791759469228055,5.351858133476067
Brooklyn,Park Slope,40.67317,-73.97676,Private room,160,30,25,0.35,1,363,0,0.0852790507686424,1,0.9945205479452055,0,3.4339872044851463,3.258096538021482,0.30010459245033805,0.6931471805599453,5.081404364984463
Manhattan,West Village,40.73721,-74.00973,Entire home/apt,110,6,1,0.1,2,0,0,0.03192674427498605,1,0.0,1,1.9459101490553132,0.6931471805599453,0.09531017980432487,1.0986122886681098,4.709530201312334
Brooklyn,Williamsburg,40.71419,-73.95042,Entire home/apt,200,7,0,0.0,1,345,1,0.05612417037249277,0,0.9452054794520548,0,2.0794415416798357,0.0,0.0,0.6931471805599453,5.303304908059076
Queens,Long Island City,40.74449,-73.95201,Entire home/apt,138,1,4,0.06,1,41,0,0.03611232753506939,1,0.11232876712328767,0,0.6931471805599453,1.6094379124341003,0.058268908123975775,0.6931471805599453,4.9344739331306915
Manhattan,Chelsea,40.74036,-74.00138,Private room,90,3,5,0.11,1,0,0,0.023734868864180945,1,0.0,0,1.3862943611198906,1.791759469228055,0.10436001532424277,0.6931471805599453,4.51085950651685
Brooklyn,Prospect-Lefferts Gardens,40.65671,-73.9622,Private room,45,30,21,0.45,1,21,0,0.10393533614705575,1,0.057534246575342465,0,3.4339872044851463,3.091042453358316,0.37156355643248307,0.6931471805599453,3.828641396489095
Brooklyn,Sunset Park,40.64674,-74.01043,Entire home/apt,80,30,18,0.31,1,161,0,0.11401882520005287,1,0.4410958904109589,0,3.4339872044851463,2.9444389791664403,0.27002713721306015,0.6931471805599453,4.394449154672439
Brooklyn,Williamsburg,40.71406,-73.94965,Private room,70,10,0,0.0,1,365,1,0.056709312286428504,0,1.0,0,2.3978952727983707,0.0,0.0,0.6931471805599453,4.2626798770413155
Brooklyn,Bedford-Stuyvesant,40.6937,-73.93104,Private room,72,7,41,0.58,1,68,0,0.08426376208074869,1,0.1863013698630137,0,2.0794415416798357,3.7376696182833684,0.4574248470388754,0.6931471805599453,4.290459441148391
Manhattan,East Village,40.72418,-73.98283,Private room,95,14,172,2.39,1,14,0,0.03392523102353705,1,0.038356164383561646,0,2.70805020110221,5.153291594497779,1.220829921392359,0.6931471805599453,4.564348191467836
Brooklyn,Bedford-Stuyvesant,40.68584,-73.9263,Private room,75,5,13,0.56,1,3,0,0.09333651804090956,1,0.00821917808219178,0,1.791759469228055,2.6390573296152584,0.44468582126144574,0.6931471805599453,4.330733340286331
Queens,Astoria,40.76781,-73.92684,Entire home/apt,70,20,75,1.05,1,364,0,0.05947463072605223,1,0.9972602739726028,0,3.044522437723423,4.330733340286331,0.7178397931503169,0.6931471805599453,4.2626798770413155
Brooklyn,Williamsburg,40.71385,-73.93861,Entire home/apt,160,6,1,0.01,1,0,0,0.06440415048737631,1,0.0,0,1.9459101490553132,0.6931471805599453,0.009950330853168083,0.6931471805599453,5.081404364984463
Brooklyn,Flatbush,40.63899,-73.95177,Shared room,29,2,5,0.07,1,321,0,0.1236975868802665,1,0.8794520547945206,0,1.0986122886681098,1.791759469228055,0.06765864847381481,0.6931471805599453,3.4011973816621555
Brooklyn,South Slope,40.66453,-73.97912,Entire home/apt,175,3,62,1.46,1,213,0,0.09368748742495309,1,0.5835616438356165,0,1.3862943611198906,4.143134726391533,0.9001613499442714,0.6931471805599453,5.170483995038151
Queens,Astoria,40.76924,-73.91776,Private room,75,6,0,0.0,1,180,1,0.06866618672971506,0,0.4931506849315068,0,1.9459101490553132,0.0,0.0,0.6931471805599453,4.330733340286331
Manhattan,Greenwich Village,40.72998,-73.99999,Private room,110,3,7,0.12,1,0,0,0.031544896576152184,1,0.0,0,1.3862943611198906,2.0794415416798357,0.11332868530700317,0.6931471805599453,4.709530201312334
Brooklyn,Williamsburg,40.71362,-73.93561,Entire home/apt,175,3,199,2.78,1,272,0,0.06677272272418454,1,0.7452054794520548,0,1.3862943611198906,5.298317366548036,1.3297240096314962,0.6931471805599453,5.170483995038151
Manhattan,Hell's Kitchen,40.768,-73.98695,Private room,99,1,123,1.99,2,245,0,0.010104578170311464,1,0.6712328767123288,1,0.6931471805599453,4.820281565605037,1.095273387402595,1.0986122886681098,4.605170185988092
Manhattan,Inwood,40.86457,-73.92749,Private room,100,2,7,0.15,1,36,0,0.12133558834900443,1,0.09863013698630137,0,1.0986122886681098,2.0794415416798357,0.13976194237515868,0.6931471805599453,4.61512051684126
Brooklyn,Bedford-Stuyvesant,40.68714,-73.95775,Entire home/apt,144,5,3,0.06,1,0,0,0.07609994809459676,1,0.0,0,1.791759469228055,1.3862943611198906,0.058268908123975775,0.6931471805599453,4.976733742420574
Brooklyn,Flatbush,40.63427,-73.95248,Entire home/apt,171,2,34,1.47,3,243,0,0.1280602721377749,1,0.6657534246575343,1,1.0986122886681098,3.5553480614894135,0.9042181506398859,1.3862943611198906,5.147494476813453
Manhattan,Upper West Side,40.78622,-73.97586,Entire home/apt,99,30,23,0.32,8,89,0,0.029821099912644814,1,0.24383561643835616,1,3.4339872044851463,3.1780538303479458,0.2776317365982795,2.1972245773362196,4.605170185988092
Manhattan,West Village,40.73556,-74.00903,Entire home/apt,270,1,4,0.06,1,0,0,0.03251483507569814,1,0.0,0,0.6931471805599453,1.6094379124341003,0.058268908123975775,0.6931471805599453,5.602118820879701
Manhattan,Lower East Side,40.71444,-73.98348,Entire home/apt,160,3,220,3.19,1,24,0,0.04360681139455111,1,0.06575342465753424,0,1.3862943611198906,5.3981627015177525,1.4327007339340463,0.6931471805599453,5.081404364984463
Manhattan,Harlem,40.82407,-73.94434,Private room,65,7,40,0.86,1,64,0,0.07784208694530177,1,0.17534246575342466,0,2.0794415416798357,3.713572066704308,0.6205764877251099,0.6931471805599453,4.189654742026425
Brooklyn,Bedford-Stuyvesant,40.68238,-73.93795,Entire home/apt,99,3,208,2.89,1,206,0,0.08932741404518664,1,0.5643835616438356,0,1.3862943611198906,5.342334251964811,1.358409157630355,0.6931471805599453,4.605170185988092
Manhattan,Harlem,40.81623,-73.94907,Entire home/apt,125,3,232,3.22,1,47,0,0.06868680950516678,1,0.12876712328767123,0,1.3862943611198906,5.4510384535657,1.4398351280479205,0.6931471805599453,4.836281906951478
Brooklyn,Bedford-Stuyvesant,40.68669,-73.91897,Private room,72,3,0,0.0,1,365,1,0.09752618622708772,0,1.0,0,1.3862943611198906,0.0,0.0,0.6931471805599453,4.290459441148391
Brooklyn,Crown Heights,40.67427,-73.95042,Entire home/apt,300,2,16,0.24,2,41,0,0.09078171236543738,1,0.11232876712328767,1,1.0986122886681098,2.833213344056216,0.2151113796169455,1.0986122886681098,5.707110264748875
Manhattan,Hell's Kitchen,40.76391,-73.99225,Private room,112,1,196,5.4,1,71,0,0.008971655365647771,1,0.19452054794520549,0,0.6931471805599453,5.2832037287379885,1.8562979903656263,0.6931471805599453,4.727387818712341
Brooklyn,Carroll Gardens,40.67947,-73.99709,Entire home/apt,100,30,4,0.06,1,321,0,0.07938065885340119,1,0.8794520547945206,0,3.4339872044851463,1.6094379124341003,0.058268908123975775,0.6931471805599453,4.61512051684126
Brooklyn,Bushwick,40.70444,-73.92005,Private room,60,2,64,0.89,2,87,0,0.08457172163318114,1,0.23835616438356164,1,1.0986122886681098,4.174387269895637,0.636576829071551,1.0986122886681098,4.110873864173311
Manhattan,East Village,40.7262,-73.97913,Entire home/apt,232,10,2,0.03,1,234,0,0.032431726750210325,1,0.6410958904109589,0,2.3978952727983707,1.0986122886681098,0.0295588022415444,0.6931471805599453,5.4510384535657
Brooklyn,Williamsburg,40.70823,-73.94405,Private room,138,1,0,0.0,1,29,1,0.06477001929905554,0,0.07945205479452055,0,0.6931471805599453,0.0,0.0,0.6931471805599453,4.9344739331306915
Manhattan,East Village,40.7223,-73.9821,Entire home/apt,140,2,149,2.41,1,16,0,0.03586153928654479,1,0.043835616438356165,0,1.0986122886681098,5.0106352940962555,1.2267122912954254,0.6931471805599453,4.948759890378168
Brooklyn,Bedford-Stuyvesant,40.68665,-73.93293,Entire home/apt,168,2,1,0.03,1,0,0,0.0886252074750782,1,0.0,0,1.0986122886681098,0.6931471805599453,0.0295588022415444,0.6931471805599453,5.1298987149230735
Brooklyn,Flatbush,40.64965,-73.96154,Entire home/apt,100,30,49,0.69,1,342,0,0.11096758130192999,1,0.936986301369863,0,3.4339872044851463,3.912023005428146,0.5247285289349821,0.6931471805599453,4.61512051684126
Queens,Bellerose,40.73193,-73.74481,Shared room,150,2,0,0.0,1,365,1,0.24209775091892238,0,1.0,0,1.0986122886681098,0.0,0.0,0.6931471805599453,5.017279836814924
Brooklyn,Bushwick,40.69979,-73.92078,Entire home/apt,95,4,21,0.29,1,98,0,0.08704643875542166,1,0.2684931506849315,0,1.6094379124341003,3.091042453358316,0.25464221837358075,0.6931471805599453,4.564348191467836
Manhattan,Morningside Heights,40.8057,-73.95826,Entire home/apt,175,2,1,0.05,1,0,0,0.05493002457673068,1,0.0,0,1.0986122886681098,0.6931471805599453,0.04879016416943201,0.6931471805599453,5.170483995038151
Manhattan,West Village,40.73458,-74.00492,Entire home/apt,220,2,13,0.23,1,3,0,0.030424214040792295,1,0.00821917808219178,0,1.0986122886681098,2.6390573296152584,0.20701416938432612,0.6931471805599453,5.3981627015177525
Manhattan,Upper West Side,40.80028,-73.9618,Entire home/apt,178,32,132,1.84,1,211,0,0.048469458424868786,1,0.5780821917808219,0,3.4965075614664802,4.890349128221754,1.0438040521731147,0.6931471805599453,5.187385805840755
Brooklyn,Crown Heights,40.67265,-73.9247,Entire home/apt,85,2,67,0.97,1,8,0,0.10479151921792605,1,0.021917808219178082,0,1.0986122886681098,4.219507705176107,0.6780335427498971,0.6931471805599453,4.454347296253507
Queens,Rego Park,40.72638,-73.85852,Private room,35,4,76,1.07,1,5,0,0.1308577273224667,1,0.0136986301369863,0,1.6094379124341003,4.343805421853684,0.7275486072772778,0.6931471805599453,3.58351893845611
Brooklyn,Greenpoint,40.72732,-73.94076,Entire home/apt,129,30,6,0.08,52,277,0,0.0542487787881039,1,0.7589041095890411,1,3.4339872044851463,1.9459101490553132,0.07696104113612832,3.970291913552122,4.867534450455582
Manhattan,East Harlem,40.80759,-73.93839,Private room,55,1,167,2.78,10,363,0,0.0683997090637075,1,0.9945205479452055,1,0.6931471805599453,5.123963979403259,1.3297240096314962,2.3978952727983707,4.02535169073515
Brooklyn,Flatbush,40.64187,-73.9586,Private room,69,4,34,0.72,3,68,0,0.11920481072507573,1,0.1863013698630137,1,1.6094379124341003,3.5553480614894135,0.5423242908253617,1.3862943611198906,4.248495242049359
Brooklyn,Prospect Heights,40.6762,-73.96671,Private room,68,3,11,0.33,2,187,0,0.08393035267410733,1,0.5123287671232877,1,1.3862943611198906,2.4849066497880004,0.2851789422336624,1.0986122886681098,4.23410650459726
Brooklyn,Crown Heights,40.67471,-73.94571,Private room,69,2,90,1.25,1,186,0,0.09230638222788597,1,0.5095890410958904,0,1.0986122886681098,4.51085950651685,0.8109302162163288,0.6931471805599453,4.248495242049359
Manhattan,Hell's Kitchen,40.76582,-73.99468,Entire home/apt,300,2,23,0.32,1,365,0,0.012059220538655793,1,1.0,0,1.0986122886681098,3.1780538303479458,0.2776317365982795,0.6931471805599453,5.707110264748875
Manhattan,Harlem,40.80533,-73.94665,Entire home/apt,175,1,152,4.54,3,248,0,0.06123276410549563,1,0.6794520547945205,1,0.6931471805599453,5.030437921392435,1.7119945007591924,1.3862943611198906,5.170483995038151
Queens,St. Albans,40.6891,-73.7733,Private room,59,1,190,2.64,5,359,0,0.22310546833280015,1,0.9835616438356164,1,0.6931471805599453,5.25227342804663,1.2919836816486494,1.791759469228055,4.0943445622221
Queens,St. Albans,40.69045,-73.77467,Private room,59,1,19,0.26,5,359,0,0.22138719791352246,1,0.9835616438356164,1,0.6931471805599453,2.995732273553991,0.23111172096338664,1.791759469228055,4.0943445622221
Manhattan,Theater District,40.76199,-73.98627,Private room,169,2,33,0.47,2,340,0,0.00406361907663124,1,0.9315068493150684,1,1.0986122886681098,3.5263605246161616,0.3852624007906449,1.0986122886681098,5.135798437050262
Brooklyn,Williamsburg,40.70901,-73.95291,Entire home/apt,120,2,1,0.02,1,0,0,0.058839852141216925,1,0.0,0,1.0986122886681098,0.6931471805599453,0.019802627296179712,0.6931471805599453,4.795790545596741
Brooklyn,Bedford-Stuyvesant,40.69301,-73.94551,Entire home/apt,155,3,227,3.16,1,244,0,0.07630793012525279,1,0.6684931506849315,0,1.3862943611198906,5.429345628954441,1.425515074273172,0.6931471805599453,5.049856007249537
Brooklyn,Williamsburg,40.71915,-73.94061,Entire home/apt,165,2,80,1.28,1,188,0,0.05936694871727744,1,0.5150684931506849,0,1.0986122886681098,4.394449154672439,0.8241754429663494,0.6931471805599453,5.111987788356544
Manhattan,Harlem,40.81384,-73.93973,Private room,60,2,125,1.77,4,167,0,0.07220109763708586,1,0.4575342465753425,1,1.0986122886681098,4.836281906951478,1.0188473201992472,1.6094379124341003,4.110873864173311
Brooklyn,Williamsburg,40.71867,-73.9557,Entire home/apt,190,3,10,0.26,2,0,0,0.04934459342218244,1,0.0,1,1.3862943611198906,2.3978952727983707,0.23111172096338664,1.0986122886681098,5.25227342804663
Manhattan,West Village,40.73695,-74.00572,Entire home/apt,150,5,3,0.13,1,0,0,0.029188197957391835,1,0.0,0,1.791759469228055,1.3862943611198906,0.12221763272424921,0.6931471805599453,5.017279836814924
Manhattan,Upper West Side,40.77864,-73.98437,Entire home/apt,150,30,18,0.29,2,135,0,0.02067090951071134,1,0.3698630136986301,1,3.4339872044851463,2.9444389791664403,0.25464221837358075,1.0986122886681098,5.017279836814924
Brooklyn,Bedford-Stuyvesant,40.69077,-73.95745,Entire home/apt,120,4,26,0.53,1,10,0,0.07284693130119281,1,0.0273972602739726,0,1.6094379124341003,3.295836866004329,0.4252677354043441,0.6931471805599453,4.795790545596741
Queens,Long Island City,40.74632,-73.94799,Private room,349,1,26,0.36,2,365,0,0.03928641622749445,1,1.0,1,0.6931471805599453,3.295836866004329,0.3074846997479606,1.0986122886681098,5.857933154483459
Queens,St. Albans,40.68872,-73.77373,Private room,59,1,14,0.19,5,359,0,0.22281438755161312,1,0.9835616438356164,1,0.6931471805599453,2.70805020110221,0.173953307123438,1.791759469228055,4.0943445622221
Manhattan,Theater District,40.76035,-73.98026,Shared room,99,2,62,2.22,1,21,0,0.005742830312659896,1,0.057534246575342465,0,1.0986122886681098,4.143134726391533,1.169381359556317,0.6931471805599453,4.605170185988092
Queens,St. Albans,40.69054,-73.77306,Private room,59,1,32,0.45,5,359,0,0.22289370830061783,1,0.9835616438356164,1,0.6931471805599453,3.4965075614664802,0.37156355643248307,1.791759469228055,4.0943445622221
Brooklyn,Williamsburg,40.71215,-73.95637,Private room,110,3,23,0.32,1,159,0,0.05432107694072206,1,0.43561643835616437,0,1.3862943611198906,3.1780538303479458,0.2776317365982795,0.6931471805599453,4.709530201312334
Manhattan,East Village,40.72247,-73.97947,Private room,73,12,11,0.16,1,21,0,0.03603806043615618,1,0.057534246575342465,0,2.5649493574615367,2.4849066497880004,0.14842000511827327,0.6931471805599453,4.30406509320417
Manhattan,Chinatown,40.71608,-73.98962,Entire home/apt,179,3,201,2.84,1,256,0,0.042121975262330594,1,0.7013698630136986,0,1.3862943611198906,5.308267697401205,1.3454723665996355,0.6931471805599453,5.19295685089021
Queens,Sunnyside,40.74234,-73.92579,Private room,102,5,8,0.24,1,0,0,0.061729407092564775,1,0.0,0,1.791759469228055,2.1972245773362196,0.2151113796169455,0.6931471805599453,4.634728988229636
Brooklyn,Bushwick,40.68786,-73.91722,Private room,62,3,95,1.32,8,338,0,0.09788655678897124,1,0.9260273972602739,1,1.3862943611198906,4.564348191467836,0.8415671856782186,2.1972245773362196,4.143134726391533
Queens,Astoria,40.7703,-73.93306,Entire home/apt,140,2,13,0.18,1,0,0,0.05386319336987321,1,0.0,0,1.0986122886681098,2.6390573296152584,0.16551443847757338,0.6931471805599453,4.948759890378168
Manhattan,Midtown,40.76084,-73.96908,Entire home/apt,300,15,6,0.58,2,98,0,0.01666379308560573,1,0.2684931506849315,1,2.772588722239781,1.9459101490553132,0.4574248470388754,1.0986122886681098,5.707110264748875
Manhattan,Nolita,40.7245,-73.99419,Entire home/apt,299,2,26,0.37,1,88,0,0.03460875756221636,1,0.2410958904109589,0,1.0986122886681098,3.295836866004329,0.31481073984003355,0.6931471805599453,5.703782474656201
Brooklyn,Clinton Hill,40.69332,-73.96543,Entire home/apt,104,12,11,0.15,1,15,0,0.06772228067630708,1,0.0410958904109589,0,2.5649493574615367,2.4849066497880004,0.13976194237515868,0.6931471805599453,4.653960350157523
Manhattan,Chelsea,40.75029,-73.99556,Entire home/apt,98,45,38,0.54,19,290,0,0.012674687372868823,1,0.7945205479452054,1,3.828641396489095,3.6635616461296463,0.43178241642553783,2.995732273553991,4.59511985013459
Manhattan,Lower East Side,40.71501,-73.98061,Private room,49,1,90,1.29,1,0,0,0.043267218537829596,1,0.0,0,0.6931471805599453,4.51085950651685,0.8285518175661483,0.6931471805599453,3.912023005428146
Manhattan,Chelsea,40.75028,-73.99533,Entire home/apt,96,45,45,0.63,19,210,0,0.012499091967017968,1,0.5753424657534246,1,3.828641396489095,3.828641396489095,0.48858001481867097,2.995732273553991,4.574710978503383
Brooklyn,Williamsburg,40.70952,-73.95078,Private room,80,3,130,1.85,1,0,0,0.05963043518205263,1,0.0,0,1.3862943611198906,4.875197323201151,1.0473189942805592,0.6931471805599453,4.394449154672439
Brooklyn,Crown Heights,40.68007,-73.96334,Private room,89,3,147,2.05,1,362,0,0.08101944519681864,1,0.9917808219178083,0,1.3862943611198906,4.997212273764115,1.1151415906193203,0.6931471805599453,4.499809670330265
Manhattan,Lower East Side,40.71862,-73.99154,Private room,125,1,1,0.01,1,364,0,0.03984050702488721,1,0.9972602739726028,0,0.6931471805599453,0.6931471805599453,0.009950330853168083,0.6931471805599453,4.836281906951478
Brooklyn,Cypress Hills,40.68505,-73.8718,Entire home/apt,345,2,78,2.49,1,185,0,0.13509031238398556,1,0.5068493150684932,0,1.0986122886681098,4.3694478524670215,1.2499017362143359,0.6931471805599453,5.846438775057725
Brooklyn,Fort Greene,40.6862,-73.97184,Entire home/apt,150,3,17,0.43,1,0,0,0.07308786219339365,1,0.0,0,1.3862943611198906,2.8903717578961645,0.3576744442718159,0.6931471805599453,5.017279836814924
Manhattan,Harlem,40.80427,-73.95404,Private room,100,2,15,0.21,2,326,0,0.05595216260342138,1,0.8931506849315068,1,1.0986122886681098,2.772588722239781,0.1906203596086497,1.0986122886681098,4.61512051684126
Manhattan,Lower East Side,40.7204,-73.99042,Entire home/apt,120,5,9,0.16,1,0,0,0.03792052742249693,1,0.0,0,1.791759469228055,2.302585092994046,0.14842000511827327,0.6931471805599453,4.795790545596741
Brooklyn,Greenpoint,40.72267,-73.94362,Entire home/apt,149,30,9,0.13,52,343,0,0.054791817819822744,1,0.9397260273972603,1,3.4339872044851463,2.302585092994046,0.12221763272424921,3.970291913552122,5.0106352940962555
Brooklyn,Crown Heights,40.67838,-73.95549,Entire home/apt,145,4,18,0.25,1,0,0,0.0850878634118941,1,0.0,0,1.6094379124341003,2.9444389791664403,0.22314355131420976,0.6931471805599453,4.983606621708336
Manhattan,Financial District,40.70582,-74.00888,Entire home/apt,390,3,1,0.1,1,0,0,0.0571784644774598,1,0.0,0,1.3862943611198906,0.6931471805599453,0.09531017980432487,0.6931471805599453,5.968707559985366
Bronx,Port Morris,40.80011,-73.9133,Private room,60,21,19,0.28,2,178,0,0.08358284572804868,1,0.4876712328767123,1,3.091042453358316,2.995732273553991,0.2468600779315258,1.0986122886681098,4.110873864173311
Brooklyn,Park Slope,40.6747,-73.97947,Entire home/apt,190,3,17,0.28,1,167,0,0.08351796752795267,1,0.4575342465753425,0,1.3862943611198906,2.8903717578961645,0.2468600779315258,0.6931471805599453,5.25227342804663
Manhattan,SoHo,40.72822,-74.00429,Private room,80,3,51,0.79,3,276,0,0.035212391284886874,1,0.7561643835616438,1,1.3862943611198906,3.9512437185814275,0.5822156198526637,1.3862943611198906,4.394449154672439
Brooklyn,Bedford-Stuyvesant,40.68411,-73.95169,Private room,55,1,162,2.26,15,334,0,0.08125791161481463,1,0.915068493150685,1,0.6931471805599453,5.093750200806762,1.1817271953786161,2.772588722239781,4.02535169073515
Brooklyn,Williamsburg,40.71202,-73.96602,Entire home/apt,275,2,195,2.74,1,331,0,0.049936267381534144,1,0.9068493150684932,0,1.0986122886681098,5.278114659230517,1.3190856114264407,0.6931471805599453,5.62040086571715
Brooklyn,Williamsburg,40.71471,-73.94045,Entire home/apt,250,1,87,1.23,1,272,0,0.062478209001225596,1,0.7452054794520548,0,0.6931471805599453,4.477336814478207,0.8020015854720274,0.6931471805599453,5.5254529391317835
Manhattan,Harlem,40.82124,-73.94973,Entire home/apt,100,2,271,3.85,2,270,0,0.07265528542370478,1,0.7397260273972602,1,1.0986122886681098,5.605802066295998,1.5789787049493917,1.0986122886681098,4.61512051684126
Manhattan,Murray Hill,40.74776,-73.97335,Entire home/apt,600,4,7,0.1,1,0,0,0.01588962239954733,1,0.0,0,1.6094379124341003,2.0794415416798357,0.09531017980432487,0.6931471805599453,6.398594934535208
Brooklyn,Sunset Park,40.66405,-73.9923,Private room,66,2,4,0.08,1,365,0,0.09419576689002479,1,1.0,0,1.0986122886681098,1.6094379124341003,0.07696104113612832,0.6931471805599453,4.204692619390966
Brooklyn,Park Slope,40.67171,-73.98079,Private room,65,7,58,0.83,2,333,0,0.08641844826193619,1,0.9123287671232877,1,2.0794415416798357,4.07753744390572,0.6043159668533296,1.0986122886681098,4.189654742026425
Manhattan,East Harlem,40.80108,-73.94346,Entire home/apt,220,4,60,0.85,1,332,0,0.060193421567474314,1,0.9095890410958904,0,1.6094379124341003,4.110873864173311,0.6151856390902335,0.6931471805599453,5.3981627015177525
Manhattan,Upper East Side,40.77006,-73.95441,Entire home/apt,159,2,114,1.62,1,46,0,0.03334713930759778,1,0.12602739726027398,0,1.0986122886681098,4.74493212836325,0.9631743177730056,0.6931471805599453,5.075173815233827
Brooklyn,Williamsburg,40.7057,-73.93836,Private room,70,2,31,0.44,2,20,0,0.07040930052202016,1,0.0547945205479452,1,1.0986122886681098,3.4657359027997265,0.36464311358790924,1.0986122886681098,4.2626798770413155
Brooklyn,Prospect-Lefferts Gardens,40.65936,-73.95139,Private room,49,5,84,1.17,3,296,0,0.10437117274420418,1,0.810958904109589,1,1.791759469228055,4.442651256490317,0.7747271675523681,1.3862943611198906,3.912023005428146
Brooklyn,Bushwick,40.70121,-73.91883,Private room,47,5,21,0.36,1,56,0,0.08757849621910738,1,0.15342465753424658,0,1.791759469228055,3.091042453358316,0.3074846997479606,0.6931471805599453,3.871201010907891
Manhattan,Lower East Side,40.71804,-73.99147,Entire home/apt,299,1,200,2.8,4,100,0,0.04040349613585576,1,0.273972602739726,1,0.6931471805599453,5.303304908059076,1.33500106673234,1.6094379124341003,5.703782474656201
Brooklyn,Prospect-Lefferts Gardens,40.66021,-73.96107,Entire home/apt,79,7,19,0.43,1,0,0,0.10079538183865583,1,0.0,0,2.0794415416798357,2.995732273553991,0.3576744442718159,0.6931471805599453,4.382026634673881
Brooklyn,Fort Greene,40.69197,-73.97218,Entire home/apt,115,4,12,0.17,1,0,0,0.06736010169232856,1,0.0,0,1.6094379124341003,2.5649493574615367,0.15700374880966475,0.6931471805599453,4.7535901911063645
Brooklyn,Clinton Hill,40.68639,-73.9624,Entire home/apt,229,3,38,0.54,1,364,0,0.07524361833404834,1,0.9972602739726028,0,1.3862943611198906,3.6635616461296463,0.43178241642553783,0.6931471805599453,5.438079308923196
Brooklyn,Bedford-Stuyvesant,40.6882,-73.94645,Entire home/apt,115,5,3,0.04,1,0,0,0.07998088834215553,1,0.0,0,1.791759469228055,1.3862943611198906,0.039220713153281295,0.6931471805599453,4.7535901911063645
Brooklyn,Williamsburg,40.71,-73.9523,Entire home/apt,165,4,10,0.14,1,49,0,0.05836300197899949,1,0.13424657534246576,0,1.6094379124341003,2.3978952727983707,0.1310282624064041,0.6931471805599453,5.111987788356544
Brooklyn,Bedford-Stuyvesant,40.69336,-73.94678,Entire home/apt,67,6,10,0.39,1,0,0,0.07534963835348106,1,0.0,0,1.9459101490553132,2.3978952727983707,0.3293037471426004,0.6931471805599453,4.219507705176107
Brooklyn,Bedford-Stuyvesant,40.69289,-73.94356,Private room,68,3,52,2.44,3,72,0,0.07744853581572912,1,0.19726027397260273,1,1.3862943611198906,3.970291913552122,1.235471471385307,1.3862943611198906,4.23410650459726
Brooklyn,Canarsie,40.63591,-73.90941,Private room,85,3,1,0.16,2,132,0,0.14385984915882954,1,0.36164383561643837,1,1.3862943611198906,0.6931471805599453,0.14842000511827327,1.0986122886681098,4.454347296253507
Brooklyn,Bedford-Stuyvesant,40.68084,-73.92804,Entire home/apt,170,3,134,2.0,3,209,0,0.096204559143528,1,0.5726027397260274,1,1.3862943611198906,4.90527477843843,1.0986122886681098,1.3862943611198906,5.14166355650266
Brooklyn,Midwood,40.62666,-73.96094,Private room,95,3,46,0.76,3,86,0,0.13361657531908536,1,0.2356164383561644,1,1.3862943611198906,3.8501476017100584,0.5653138090500605,1.3862943611198906,4.564348191467836
Brooklyn,Bedford-Stuyvesant,40.68329,-73.95111,Private room,45,3,2,0.05,1,0,0,0.08224509833419014,1,0.0,0,1.3862943611198906,1.0986122886681098,0.04879016416943201,0.6931471805599453,3.828641396489095
Brooklyn,Williamsburg,40.71041,-73.93847,Private room,178,2,2,0.06,1,0,0,0.0669076154111068,1,0.0,0,1.0986122886681098,1.0986122886681098,0.058268908123975775,0.6931471805599453,5.187385805840755
